iter	Logloss
212	0.01586122838
213	0.01567699018
214	0.01548536718
215	0.01527317911
216	0.01510784396
217	0.01499170309
218	0.0148517803
219	0.01471885553
220	0.01456013299
221	0.014417488
222	0.01430531421
223	0.01423267175
224	0.01415988083
225	0.01404311355
226	0.01391429857
227	0.01374207772
228	0.0136181551
229	0.01345269273
230	0.01330873677
231	0.01317874178
232	0.01308375547
233	0.01298211884
234	0.01287334784
235	0.01276228768
236	0.01266680063
237	0.01254608372
238	0.0124738295
239	0.01235732742
240	0.01221479278
241	0.01213389265
242	0.01203389358
243	0.01194524871
244	0.01184892002
245	0.01178038663
246	0.01169900832
247	0.01161232212
248	0.01151613351
249	0.01146046793
250	0.01133205845
251	0.01125541824
252	0.01118944376
253	0.01109654684
254	0.01100442686
255	0.01092599538
256	0.01083950102
257	0.01076904444
258	0.01070989097
259	0.01063383396
260	0.01054406507
261	0.0104441998
262	0.01038507203
263	0.01032225255
264	0.01024029701
265	0.01016002579
266	0.010097571
267	0.01003819239
268	0.009965130206
269	0.009907869117
270	0.0098469117
271	0.009780474612
272	0.009731538159
273	0.009678865909
274	0.009598382683
275	0.009520372254
276	0.009464865376
277	0.009410654721
278	0.009369714129
279	0.009320146339
280	0.009232233074
281	0.009167732136
282	0.009120006937
283	0.009075227798
284	0.00901538353
285	0.008949843671
286	0.008861371529
287	0.0087924741
288	0.008741065516
289	0.008652005836
290	0.00860113943
291	0.008571131442
292	0.008541021496
293	0.008478975724
294	0.008416948387
295	0.008360060015
296	0.008301908268
297	0.008263040595
298	0.00821792773
299	0.008181616342
300	0.008140432365
301	0.008098731174
302	0.008038253284
303	0.007996047329
304	0.007927850185
305	0.007862314904
306	0.007814859388
307	0.007773865841
308	0.007722281625
309	0.007673388412
310	0.007629749226
311	0.00759852047
312	0.00756143754
313	0.007525253297
314	0.007479115774
315	0.007451078313
316	0.007379289146
317	0.00735036111
318	0.007313567732
319	0.007252276642
320	0.007216695163
321	0.007188580486
322	0.007153525566
323	0.007119753087
324	0.007080233599
325	0.007047491398
326	0.007005396741
327	0.006981026655
328	0.006942313602
329	0.006899367903
330	0.006869355989
331	0.006848044837
332	0.006819152537
333	0.006789257865
334	0.00676572847
335	0.006728516746
336	0.006690545967
337	0.006668219891
338	0.006638500772
339	0.006606391335
340	0.006583276153
341	0.006546362873
342	0.0065153414
343	0.006487075318
344	0.006444268901
345	0.006423639769
346	0.006382725084
347	0.006343757677
348	0.006314614953
349	0.006287861735
350	0.00625506933
351	0.006232645643
352	0.006186593777
353	0.006140453922
354	0.006113833602
355	0.006090627452
356	0.006070599848
357	0.006053495954
358	0.006022742606
359	0.006005787715
360	0.005972327997
361	0.005947755811
362	0.005923523578
363	0.005893778615
364	0.00585264339
365	0.005814845101
366	0.005782927219
367	0.005763761549
368	0.005725559274
369	0.005708106084
370	0.005690352858
371	0.005667564096
372	0.005649107717
373	0.005627301541
374	0.005610146603
375	0.005590472427
376	0.00556303715
377	0.005539727504
378	0.00552106976
379	0.005502058554
380	0.005482030948
381	0.005464001883
382	0.005446038942
383	0.005427690945
384	0.005410724411
385	0.005388329935
386	0.005360212778
387	0.005346434232
388	0.005324749515
389	0.005301370607
390	0.005280976947
391	0.005262172979
392	0.00524105191
393	0.005221013439
394	0.005206492558
395	0.005189105786
396	0.005166419584
397	0.005150743558
398	0.005130508055
399	0.005107662009
400	0.005093089612
401	0.005072787021
402	0.005052628503
403	0.005043209696
404	0.005011033687
405	0.004995089355
406	0.004983471767
407	0.004956131274
408	0.00493407768
409	0.004919479627
410	0.004896879063
411	0.004872795438
412	0.004843423435
413	0.004828565782
414	0.004813402785
415	0.0047928393
416	0.00477801548
417	0.004764448653
418	0.004746774529
419	0.004735095366
420	0.004719043085
421	0.004703137512
422	0.004692354897
423	0.004675395495
424	0.004660429463
425	0.00464105393
426	0.004626952009
427	0.004612555347
428	0.004577937717
429	0.004564563805
430	0.004552630758
431	0.00454007698
432	0.004513947683
433	0.00449512482
434	0.004482529903
435	0.004467036375
436	0.004453371486
437	0.004439388356
438	0.004425246804
439	0.004414151758
440	0.004402883558
441	0.004392696373
442	0.004371243816
443	0.004357204801
444	0.004333917036
445	0.004308088754
446	0.004285786429
447	0.004263974974
448	0.004247519614
449	0.004237730663
450	0.004227562701
451	0.004213146171
452	0.004204133721
453	0.004189292698
454	0.004174763134
455	0.004160722624
456	0.00414867366
457	0.004138973146
458	0.004118377734
459	0.004105827586
460	0.004088429469
461	0.004077146779
462	0.004066447973
463	0.004050568373
464	0.004028652975
465	0.004015468094
466	0.004004245722
467	0.003990844475
468	0.00398115921
469	0.003965948746
470	0.003950034094
471	0.00394131967
472	0.003927024084
473	0.003914262279
474	0.003901177829
475	0.003882466389
476	0.003871750982
477	0.003850202923
478	0.003842533377
479	0.003823829085
480	0.003810047273
481	0.003802411739
482	0.003786437229
483	0.003778174113
484	0.003769317935
485	0.00375655789
486	0.003738297368
487	0.00372250101
488	0.003711296975
489	0.003699533273
490	0.003687965401
491	0.003678261057
492	0.003662679058
493	0.003654491933
494	0.003646087926
495	0.00363269827
496	0.003619866288
497	0.003603128002
498	0.003593830373
499	0.003578340314
